comment_id;comment_text;Sub1_Toxic;Sub2_Engaging;Sub3_FactClaiming;fold
2448;Seit mehr als einem Jahrzehnt zeichnet sich die Situation ab. Es dürfen sich die Parteien darstellen die statt weitsichtiger Politik von Quartal zu Quartal, Jahr für Jahr sich Zahlen über Altersentwicklung und Ausbildungszahlen geben haben lassen. AUSSITZEN bis es nicht mehr geht und dann, nach 20 Jahren sich hinstellen, wir tun ja jetzt was. Für REGIERUNGSfernsehen sollte nicht GEZahlt werden müssen.;1;1;0;0
492;"@USER ""Nur[,] das[s]...""";1;0;0;0
176;@USER Denken Sie doch was Die wollen!!!;1;0;0;0
38;...ohne Kommentar!!!!;1;0;0;0
1856;das man mehr Zeit hat für Organspende dafür der Hirntod, eigentlich logisch,..nicht rückführbar..;0;0;1;0
3052;Was ist eigentlich mit Herrn Junge, der angegriffen worden war und verletzt in der Klinik lag - darüber spricht niemand - das ist wohl richtig oder was? Man sollte endlich mal die Leute greifen, die solche Kommentare im Netz schrieben - wozu haben wir in Berlin so viele die dafür zuständig sind? Wieso handelt der Staat nicht?;0;0;1;0
2820;@USER könnten Sie Ihren Freund noch fragen wie es dazu kam https://www.facebook.com/530757183776023/posts/1159622474222821/;0;1;1;0
623;i mog eam;0;0;0;0
96;@USER steht jeden nur die da oben lassen nur noch ihresgleichen aufsteigen und sorgen dafür, dass die unten auch unten bleiben.;1;0;1;0
1459;@USER Vor allem weiß sie, dass 20 Jahre alles schief lief. Dann demonstrieren in der Schulzeit etc. pp.;1;0;0;0
784;@MEDIUM : #VERSCHONT und mit dem #DUMMGESCHWÄTZ 🙈 dieser naiven und primitiven #BAHNHOFSKLATSCHERIN ! ⚠ Für sowas auch noch #ZWANGS - GEZ : #SCHÄMT euch ! ⚠;1;0;0;0
1216;@USER im Sozialismus gibt es keine Verhandlungen. 😉;0;0;0;0
2170;Weil wir Gott und die Welt einladen.;1;0;0;0
2713;Ich frage mich wo das Programm der Grünen zur Verbesserung des Klimas ist? Hat jemand einen Link dazu? Im Übrigen wäre eine CO2-Steuer die ungerechteste Steuer von allen. Es trifft alle - vor allem die die nichts haben. Die Grünen machen nach Hartz4 dort weiter, wo sie damals in der Regierung aufgehört haben. Erst wenn es zu spät ist, kommt bei den Menschen das erwachen.;0;0;1;0
1531;@USER hätte gerne 100 Smilies aufeinmal gedrückt!;1;0;0;0
1969;@USER nein der Wunsch steckt nicht dahinter, ich möchte nur kein Ersatzteile Lieferant für ein Geschäftsmodell sein, dem ich nicht vertraue. Wenn wir alle Spender werden, werden auch Türen geöffnet, die besser zu bleiben sollten. Später gehen die Hände hoch und scheien “ Skandal, das habe ich nicht gewusst, damit konnte doch keiner rechnen“ zu Spät 😉;0;1;0;0
2475;"...und das nicht erst seit Gestern und Heute, sondern schon über Jahrzehnte...plötzlich sitzt die GroKo in friedlicher Eintracht und hat alles im Griff...nur wie die alten Menschen das bezahlen sollen, darüber spricht keiner, dass steht noch in den Sternen...das Pflege-Stärkungsgesetz 2018 legte fest..."" Ab 2019 soll jede zusätzliche Pflegekraft in Krankenhäusern voll von den Krankenkassen finanziert werden.""...Irrtum, die Heimbewohner mußten zahlen...hier nur ein Beispiel...https://www.ln-online.de/Nachrichten/Norddeutschland/Neues-Pflegegesetz-Heimbewohner-muessen-mehr-zahlen";0;1;1;0
1246;Politiker, die mal schnell in den Flieger steigen,kann man ev mit der Bahn fahren, gilt auch für Urlauber - muss Formel 1 - 5 sein - diese riesen Kreuzfahrtschiffe / Dampfer für den Urlaub - Tanker die eine Ölpest im Meer erzeugen- immer mehr Skiabfahrten in den Gebirgen - immer mehr Monokulturen - immer mehr Plastikmüll, es muss ein Umdenken stattfinden, weg von der Wegwerfgesellschaft, aber das ist anscheinend von der Spezies *Mensch* zuviel verlangt;1;0;1;0
2350;@USER Na hoffentlich!;0;0;0;0
943;Die SPD glaubt jetzt wirklich steigende Immobilienpreise die ursprünglich verursacht worden sind, durch fehlenden sozialen Wohnungsbau, durch das verramschen von Sozialwohnungen an Immobilien Spekulanten, durch das Streichen der Eigenheimzulage, Durch das Öffnen der Grenzen für Million Menschen die dann auch noch Wohnungen brauchen, dadurch kompensieren zu können indem sie jetzt die Makler ruiniert? Wir erleben hier ein totales politisches Versagen🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️;0;1;1;0
551;"Hat was von Nürnberger Rassengesetze wenn im Fokus der Öffentlichkeit die Herkunft oder Religion eines Menschen steht. Türke = Moslem = Erdogan-Fan Diese Gleichung aus den Köpfen herauszubekommen ist für die Medienschaffenden sicherlich schwerer als sie zu implementieren. Irgerndwer aus der Sippe wird schon irgendwann mal in Anatolien gelebt haben, selbst in der 5. Generation wird man sagen ""Siehste"". Echt beschämend sowas.";0;1;1;0
1377;"wie viele ""wichtige"" Personen trafen sich zu den riesigen Klimakonferenzen in Ländern wo Klimaanlagen liefen damit ja keiner einen Knopf von seinem weißem Hemd öffnen mußte, alles Heuchler, wie viele Flugmeilen wurden heruntergespult von den ach so grünen NGOs, in der heutigen Zeit, sind solche Treffen ein Treppenwitz ebenso Demos wo man sich am Freitag nicht mal einigen kann mit dem Bus zu fahren sondern da muß der böse Opa mit dem bösen SUV die Kinder hinfahren,....";1;1;1;0
498;Du findest es schade, dass es die DDR nicht mehr gibt? Faszinierend.;0;0;0;0
2635;"""Fair"" ist witzig.";0;0;0;0
590;@USER Nicht postum! (Hoffentlich). Postwendend wahrscheinlich?;0;0;0;0
1724;Recht hat er!😊endlich geschieht etwas! Bis dato wollten die wenigsten spenden ☹️! Keiner konnte sich vorstellen vielleicht selbst Mal ein Fremdorgan zu benötigen! Dabei kann jeder in die Lage kommen! Nehmen wäre dann ok oder? Beim geben sieht's dann schon anders aus! Wer der Organspende widerspricht sollte auch kein Recht haben ein Spenderorgan zu bekommen!;0;0;1;0
1024;Das beruhigt aber einen Investor nicht. Der baut dann lieber in einem anderen Bundesland;0;0;1;0
2766;Die Sendung müsste heissen wie gefährlich ist die Regierung;0;0;0;0
215;@USER Mal eine kleine Frage. Ging es dir vor den Flüchtlingen besser oder schlechter?;0;0;0;0
1569;und warum wächst der gletscher auf grönland?;0;0;1;0
2111;@USER So blind kann man doch gar nicht sein.;1;0;0;0
2023;Also ich lache nicht über England, eher über die EU die nur scheinbar so vereint ist.;0;0;0;0
169;Für mich ist Heimat dort, wo ich zuhause bin, fertig. Wer das an irgendeiner Staatsangehörigkeit festmacht, der hat mit seiner Vorstellung von Heimat ein Problem, primär ein populistisches Problem.;0;0;0;0
615;Weil Faschist Landolf Ladig, aka Bernd Höcke zum Rudolf Heß-Gedenktag musste.;0;0;0;0
260;@MEDIUM ich habe Augen im Kopf! Rechnen Sie alle Zuwanderer plus Nachwuchs kommen Sie sogar auf mehr als 60% wenn Sie ehrlich sind. Finanzieren Sie mir eine Studie dann kann ich das auch mit Quelle angeben. Lg;0;1;1;0
1554;@USER: https://de.m.wikipedia.org/wiki/Troll_(Netzkultur);0;0;0;0
2376;Populismus ist eine Form des Opportunismus, bei der ein Politiker oder auch eine ganze Partei dem Volk das verspricht, was dieses seiner Meinung nach hören will. In einer Demokratie scheint das ein recht erfolgversprechender Weg zu sein, um Wähler zu gewinnen.;0;0;1;0
2935;Sehr gut die Diskursstrategie der Neuen Rechten und ihren rechten Gramscismus auf den Punkt gebracht.;0;1;0;0
1371;Ja, und was haben die Westdeutschen gelacht, als unsere Schüler und Jugendlichen Altpapier und andere Rohstoffe gesammelt haben...;0;1;0;0
2814;@USER habe heute das hier gefunden - ist schlimm für mich persönlich Diesem braunen Schwachkopf Junge gönne ich eine Mittelmeerbootfahrt. Im Gummiboot. Ohne Schwimmweste und schwerer See. Verstehe nicht, warum man so einem degenerierten Trottel Sendezeit einräumt!? Diese Affen präsentieren sich auf so vielfältige Art und Weise und immer dieselbe Scheiße. Lübcke „musste“ sterben und Typen wie der Junge leben weiter. Irgendwie schon nicht ganz nachvollziehbar, was dass Universum so treibt.;0;1;1;0
1853;Organe von Theke? einmal Leber bitte..🤔🤔;0;0;0;0
1660;Das ist doch alles Schwachsinn. Glauben die wirklich was sie verlangen? Woher soll denn der ganze Strom kommen wenn es nur noch e Autos gibt? Windräder? Klar. Möchte jeder in seinem Vorgarten haben. Der Strom muss auch transportiert werden. Wer blockiert die Stromnetze? Offshore parks? Klar.... Die laufen mit unmengen Diesel damit sie nicht kaputt gehen. Silizium Abbau in Chile und wer weiß wo. Wie sieht es da aus? Was ist mit recycling der Batterien? Darüber spricht niemand. Alles schön ausblenden. Das ist alles eine Farce.;0;0;1;0
334;@USER Lustig. Ich beziehe mich damit nicht, wie Sie denken, auf diese Frau. Sondern auf das Thema der Sendung. Heimat. Einfach mal einen Artikel lesen, statt im Reflex zu reagieren 👍 😊 Insofern sind Sie vielleicht stereotyper als ich. Ich habe mir über eine Herkunft der zitierten Person keine Gedanken gemacht. Sondern zu dem, was sie sagt;0;1;1;0
2721;Jetzt hat man wieder ein Thema in dem man sich voll auslassen kann. Was ist mit dem Islamisten im Land. Da höre nur von Politikern da kann man nichts tun da muss man erst warten bis was passiert. Die werden immer mehr.;0;0;0;0
2815;@USER finden Sie wirklich??;0;0;0;0
826;@USER Ja ist es ! Nur von CDUCSU und FDP nicht gewollt. Seit über 30 Jahren an der Macht und nichts dafür getan SPD ist auch nicht besser .;0;0;1;0
1205;@USER, oh..... sind wohl ein Diverser ?!?;1;0;0;0
558;"@USER Hab mich jahrelang auf die Sendung gefreut ,,,aber was da jetzt abgeht ist einfach nur der Schwarze Kanal vom GEZ;;;";1;0;0;0
139;"""Es ist völlig idiotisch, alle möglichen Leute hierherkommen zu lassen, in eine ihnen völlig fremde Kultur, und sie lebenslang (denn so wird es kommen) zu versorgen, "" Wann hat die AfD gegen Fluchtursachen demonstriert? Wann hat die AfD gegen wirtschaftliche Ausbetung, Rohstoffkriege, Wirtschaftskriege, ausbeuterische Freihandelsabkommen, Waffenliederungen und den Klimawandel demonstriert?";0;0;0;0
2130;@USER womit.;0;0;0;0
509;Dann wähl mal schön die Faschisten um Landolf Ladig, aka Bernd Höcke.;0;0;0;0
1621;Warum läuft der Diess eigentlich noch frei rum?;0;0;0;0
2303;Ich liebe das Gejammer aus der Faschoecke. Keine Argumente die auch nur ansatzweise zu einer Diskussion führen könnten aber im Schneckenhaus der Toleranz die ersten.😊;0;0;0;0
677;GESELLSCHAFTEN erhalten wenn sie Ausländerin die Wohnung setzen 5000 € vom Staat. 1992 erhielten sie 10.000 DM. Darüber redet niemand.;0;0;1;0
2598;"@USER Nee, ich habe Angst vor Menschen wie Ihnen, die glauben, dass man ""Klimaneutralität"" damit zusammenfassen kann, dass man ""einmal die Woche vegetarisch isst"". Leute, die glauben, dass man SUV ""kaputtbesteuern"" muss, ohne auch nur im Ansatz zu erkennen, was damit wirtschaftlich alles zusammenhängt und wie man sich damit eben der Mittel beraubt, die unabdingbar notwendig sind, wenn man so schwachsinnige Forderungen wie ""Garantiesicherung"" stellt. Wieso fordern Sie nicht, dass man alte VW Busse von der Straße entfernt? Oder all die alten VOLVO-Panzer Ihrer Parteigenossen? Wenn Sie irgendwann über Klimaschäden faseln, dann sind sie da besser aufgehoben. Leute wie Sie sind es, vor denen ich Angst habe. Weil sie einfältig sind, weil sie studiert haben und glauben sie wären deswegen irgendwie schlauer als andere. Aber das lernen Sie und ihre kleine Familie auch noch. The Hard Way. Einfach weiter die Grünen wählen.";1;0;0;0
519;Heimat muss man sich nicht erwerben!;0;0;0;0
3166;@MEDIUM Danke ! Ja so wird es wohl sein;0;1;0;0
377;@USER wo wo ist ein Bayer @USER?;0;0;0;0
2588;"@USER Es wurde schon bekannt gegeben, in den Sommerferien wird nicht ""gestreikt"", weil die Politiker auch nicht da sind und die Medien nicht draufhalten.";0;1;0;0
3230;Was meint der von der zeit. Europa kann weiblicher werden. Wir haben schon genug Weiblichkeit im Deutschland. Es wird so kommen das Europa jetzt ganz im Eimer ist;0;1;1;0
2841;Die AfD hat mit ihren Beschimpfungen, Lügen und ihren Fremdenhass mindestens zur Verrohung der Diskussionskultur beigetragen. Und wie schnell auf Worte, Taten folgen, hat man an diesem Attentat gesehen. Selbstverständlich trägt die AfD und ihre Unterstützer eine Mitschuld.;0;0;1;0
1796;@USER https://www.fnp.de/frankfurt/geschaeft-medizintouristen-frankfurt-boomt-10482933.html;0;1;1;0
2062;Jeder Mensch braucht Nahrung! Die Landwirtschaft ist unabdingbar für alle! Leider wird das nicht genug gewürdigt zumal die an ihren Erzeugnissen am wenigsten verdienen! Der weltweite Markt regelt die Preise. so ist das halt mit der Globalisierung. Um wettbewerbsfähig zu sein bedarf es immer größerer Betriebe. Getreide Pflanzen und Nutztiere sind dadurch reine Handelsware! Den allermeisten Landwirten ist die Gesundheit ihrer Tiere nicht egal! Ist es doch bares Geld das sie durch kranke oder verendete Tiere verlieren würden. Der romantische Bauernhof mit glücklichen Tieren ist pure Illusion oder nur bei Hobby Bauern zu finden die davon nicht die Familie ernähren müssen!;0;1;1;0
1013;Ja, wo ist dass Problem? Ich verweise mal auf unsere alte Vermögenssteuer von vor 1995.;0;0;1;0
3132;@USER Ist es in gesellschaftlichem Interesse, dass wir Leute durchfüttern müssen,die uns feindlich gesonnen sind? Du wirst damit leben müssen, dass nicht alle den Kopf in den Sand stecken. Eure Sehnsucht nach Konsenssoße ist schon sehr der Bequemlichkeit geschuldet. Und DU und Deinesgleichen würden am liebsten die Meinungsfreiheit UNTERBINDEN..;1;0;0;0
1795;RICHTIG - ICH SCHREIBE DAS MAL UNANSTÄNDIG GROSS - übernahme der Reste und bürolratische Abwicklung. Wenn der Hamster schon bis zu dieser Hürde dienen soll, sollte er nicht noch Geld für Besetzungen von irgendwas zurücklegen müssen!! Danke, dass Sie es angesprochen haben.;1;0;0;0
11;@USER Ja o.k aber nicht mit so Schwachsinnigen Darstellungen. Alles weg Atomenergie Autoindustrie Landwirtschaft Lebensmittelindustrie usw wovon sollen sie Menschen Leben ? Wens nach den Grünen geht wieder zurück in die Steinzeit. Rom wurde auch nicht an einen Tag erbaut;0;1;1;0
2965;Der werte Herr soll mal lieber die muslimbrüder im Auge behalten und die Grauen Wölfe und die Islamisten die unter uns sind hat er genug mit zu tun;0;0;0;0
393;@MEDIUM, naja, ich lasse mich gerne überraschen.;0;0;0;0
1403;@MEDIUM , was bringt denn die Diskussion weiter ? Die Wichtigen Leute sitzen nicht bei Euch am Tisch. Außerdem ist das Thema viel zu komplex, für fünf m/w/d in Eurer Runde. Deshalb erst gar nicht einschalten und lieber klassische Musik hören, das entspannt ungemein......;0;1;0;0
18;Wenn die Industrie angeblich so extrem viel tut, frage ich mich, warum immer alles schlimmer wird.;0;0;0;0
395;@MEDIUM, dann wäre es wirklich witzig geworden Frau Schulze von den Grünen dazu zu setzen, und nicht die Frau KGE. Schulze ist nämlich lustig, vor allem wenn es um kritische Fragen geht oder wo Stellung bezogen werden soll. So hätten die Zuschauer wenigstens was zum Lachen und die Wähler mal einen Einblick in die Grünen 😉;1;1;0;0
2951;Dieser Maskelo geht mir auf den Senkel wie man sich zu benehmen hat;0;0;0;0
666;... Kommunen haben allerdings aus Raffgier verkauft seit den 90ern... an private Spekulanten;0;0;1;0
2793;Wieso sagt er nichts zu Roth und Habeck er kann mit dem deutschen Volk nichts mehr so anfangen;0;0;0;0
3225;Beide untragbar von der Leyen von einer Affäre in die andere geschlittert undMadame legard Steuerhinterzieherin das soll der Neuanfang für Europa sein ich kann nur noch kotzen das war meine letzte Europawahl an der jemals teilgenommen habe weil ich fühle mich verarscht;0;0;0;0
345;@USER umgekehrt ist das aber leider genauso.;0;0;1;0
591;Ja aber es ist so , am Herkunftsland und aus welcher Region jemand kommt da kann man schon sehr viel festmachen ! Eigenartiger Weise sind es immer dieselben Landsleute die es angeblich Nervt 😉;0;0;1;0
2440;Folge 1001 des kartellorientierten Themensettings auf einem öffentlich-zwangsfinanzierten Tendenzsenders.;1;0;0;0
3029;Warum diskutiert man nur von der AfD und nicht über die Antifa die auch gewaltbereit sind und extrem? Im übrigen hatte sich lt. Medien ein Herr von der Behörde unter die Pegida in Dresden gemischt und hat sich unangemessen gegenüber dem ZDF verhalten was auch gesendet worden ist. So kann man immer wieder auch Schaden zufügen oder auch den Ruf schädigen.;0;0;1;0
2825;@USER wo habe Ich Sie beleidigt;0;0;0;0
2268;Guido Reil ist der einzige Politiker der noch die Wahrheit sagt . SPD , CDU , LINKE , FDP und natürlich Die Grünen sind TOT. . Wenn kein Wechsel bin ich weg aus dem Land . Das Land wird von der Antifa geführt und die sind die Hitlerjugend von Heute . Die NSDAP war LINKS möchte ich daran erinnern;0;1;1;0
1838;@USER und eine Spende sollte immer freiwillig sein, sonst ist es keine Spende sondern eine Zwangsabgabe!;0;0;0;0
2978;Ja, die Suppe wird solange aufgekocht, bis jeder miese völkische Drecksack brechen muss, bis er weint.;1;0;0;0
730;@USER Und korruptfreie Politiker;1;0;0;0
2563;Meiner Meinung nach nicht - ein Politiker der größten Opposition im Bundestag wäre besser gewesen - die Grünen sollten mit ihren Thesen und Phrasen gestellt werden;0;0;0;0
316;Nicht ganz beim gedachten Thema Frau Görin- Eckhardt ! Kleines Ablenkungsmanöver😂;1;0;0;0
877;Enteignung wow...…...heute hier morgen ihr..;0;0;0;0
2778;@USER Welch ein Schwachsinn - überlegt die Wahlergebnisse obwohl sie äußerst selten eine Bühne bekommen ihr Träumer;1;0;0;0
48;"Das machen wir doch. Und deswegen zerstören wir ja die Eurozone und viele Länder berschweren sich über unsere Außenhandelsbilanzüberschüsse. Ins Detail geht da z.B. Heiner Flassbeck mit seinem Makroskop, und Heinz Joesf Bontrup. Ergänzende Informationen gibt es von Bernd Senf und Mr. Dax Dirk Müller. Wer dann noch langeweile hat, der sollte sich mit dem ""Reichtum ohne Gier"" von Sahra Wagenknecht und der Gemeinwohlökonomie von Christian Felber auseinander setzen. Natürlich sollte man sich voher gundlegend über unser Geldsystem infomieren. Und keine Sorge, ich habe eine überwiegend leicht zu verstehende Infomrationssammlung zu diesem Thema zusammengestellt. Gerne kannst du auf meiner Facebookseite ""Neu denken"" vorbei schauen.";0;1;1;0
2319;Wie dumm kann man sein? Die politische Mitte besteht zu gleichen Maßen aus Rechts und Links. Da die kompletten Etablierten sich weit nach Links gerückt sind, wurde die Mitte frei. Die AfD vertritt die Positionen, die die CDU vor Jahren noch hatte. Und deshalb ist die AfD die einzige momentane politische Mitte. Konservativ, freiheitlich, patriotisch.;1;1;1;0
1565;"@USER was soll wann verboten werden? Wer hat es diskutiert? Ich erinner mich nur an eine Bildzeitungaschlagzeile ""Grüne wollen uns das Fleisch verbieten"" weil ein Veggie Donnerstag in öffentlichen Kantinen vorgeschlagen wurde. Mehr Rumgepupe als Gehalt, wenn sie mich fragen.";0;1;1;0
127;Heimat ist für mich keine Heimat, wenn man andere Menschen ausschließt oder sogar ausbeutet, aushungert, sie mit Rohstoffkriegen überzieht und sie dann im Mittelmeer ersaufen lässt und sie an den Grenzen abweist.;0;0;0;0
2490;Ist sie nicht zum Eis essen nach Kalifornien geflogen? 🤔;0;0;0;0
1881;"Hier wollte man sogar die Organe entnehmen; OHNE die Untersuchung auf den Hirntod vorzunehmen! https://www.sueddeutsche.de/gesundheit/krankenhaus-bei-bremen-schwere-panne-bei-organ-entnahme-1.2298079";0;1;1;0
2611;Grüner Kanzler das wäre die Katastrophe. Da kann man nur noch auswandern. Was will der junge von CDU der Merkel ständig lobt;0;0;0;0
1322;@USER Was wollt Ihr denn noch alles? Die SPD will Mietern doch schon die Grundsteuer ersparen.;0;0;1;0
2209;@USER schaffst du selbst.;0;0;0;0
2894;Also, Sie wissen es schlichtweg nicht, meine Frage zu beantworten und meinen auch noch, Wissenschaftsfeindlichkeit und Akademikerbashing betreiben zu müssen. Damit verletzen Sie genau jenen Kernwert einer modernen Demokratie, den ich gemeint habe, nämlich die Anerkennung der Gleichwertigkeit aller Menschen.;0;1;1;0
2673;@USER .Schade das es solche Menschen gibt .Sa hätten die Eltern lieber mal verhütet;1;0;0;0
2335;Klar weil die Migranten überall anecken sich nicht benehmen. Und meist in Gruppen erscheinen und so etwas wir nicht toleriert bei uns. Ich denke das die wenigsten Menschen das Problem haben mit den Menschen an sich ein Problem,ob sie jetzt aus Afghanistan dem Irak o Libyen kommen . Das Problem ist Fallen auf durch Kleidung wie Kopftücher und das sie immer in Gruppen auftreten würden sie vielleicht vereinzelt und die Frauen ohne Verschlechterung auftreten würden sie garnicht auffallen . Ist nicht böse gemeint ist ein Gefühl;1;1;0;0
553;Wie Respektvoll findet @MEDIUM denn die Frage nach der Herkunft überhaupt?;0;0;0;0
1667;Dann fangt mal damit an ,dass nicht jeder ein Auto haben muss.;0;0;0;0
975;Das ist natürlich auch absoluter Humbug. Es ist nunmal freie Marktwirtschaft, dass Angebot und Nachfrage auch immer Einfluss auf Preise haben. Aber Leuten ihr Eigentum quasi wegzunehmen, um künstlich irgendwelche Preise zu drücken ist bestimmt auch nicht rechtsstaatlich. Viel wichtiger wäre es, den Wohnraum zu schaffen, damit die Leute überhaupt gar nicht erst die Möglichkeit haben, die Mieten so zu erhöhen.;0;1;1;0
1731;Häng dich weg, du gestörter;0;0;0;0
1020;@MEDIUM zum Beispiel Malergebühren in angeblichen Zusammenhang mit Marktwirtschaft. War eine sehr gute Sendung. 👍;0;0;1;0
1515;dass ich dem poschardt mal ein like gebe.... aber er hat recht.;0;1;0;0
1536;@USER Ich tue garnichts ,weil man nichts dagegen machen kann !!!!!;1;1;1;0
2113;Im labern sind die deutschen ganz vorne .Im machen er nicht .;1;0;0;0
1608;Die mögen das vielleicht intern diskutiert haben. Nach Außen haben sie das jedenfalls NICHT thematisiert.;0;0;1;0
389;@USER Was hat das bitteschön mit einer Baumschule zu tun? Einfach nur ein passender Vergleich - ihnen scheint ja nicht allzuviel einzufallen!;0;0;0;0
242;@USER, ich schreibe mir nie selbst. Ich antworte auf Aussagen von Diskussionsteilnehmern. Ist ja auch sehr deutlich sichtbar, hm?;0;1;1;0
2805;Sehr bedenklich;0;0;0;0
2327;@USER das ist ja wirklich das Allerletzte!!! Du solltest Schmerzensgeld verlangen!!!;0;0;0;0
2181;@USER ja nee is klar 🤦‍♂️ Sie führt ein Sozialbetriebliches Unternehmen und das seit einigen Jahren erfolgreich und zahlt ihren Angestellten über dem derzeitigen Mindestlohn. Mehr soziale Einstellung geht ja wohl nicht. Hauptsache mal geistige Diarrhö abgebaut!;1;0;1;0
1898;@USER Immunsuppressiva sind hoch krebserregend, es müssen bis zu 18 verschiedene Medikamente eingenommen werden. Zumal es auch keine Garantie gibt dass der Empfänger trotz Medikamente das Organ abstößt!;0;0;1;0
2322;"@USER , Guido Reil ist nicht ""dumm"" sondern nur kein Berufspolitiker. Deshalb ist er auch nicht so redegewand und lügengeübt. Sonst aber gebe ich ihnen Recht.";1;1;1;0
2383;@USER die ist genau so ätzend wie die grüne Anna Lena;1;0;0;0
1681;Mich hat genau dieser Gesetzentwurf dazu gebracht, meinen Organspendeausweis abzuschaffen und stattdessen mein Nichteinverständnis ins Portemonnaie zu stecken. Gezwungenwerden will ich dazu nämlich nicht. Der Mensch ist kein Ersatzteillager. Organe zu spenden ist etwas freiwilliges.;0;0;0;0
799;Auch hier geht es wieder mal nur um Einschaltquoten. An der eine Seite verteufeln sie die soziale Medien. Aber um Geld zu verdienen sind sie wohl gut genug.....;0;0;1;0
1594;@USER hast du Ahnung dann kläre mich mal auf falls du dazu in der Lage bist.;1;0;0;0
1463;Wie kam der zu seinen Foto-Destinationen? Ist er hingelaufen?;1;0;0;0
1553;@USER Warum sollte er?;0;0;0;0
2603;@USER richtig;0;1;0;0
2681;NSU-Akten ! Grüne verhindern zusammen mit CDU in Hessen 120 Jahre die Aufdeckung ! Da müssten Sie doch jetzt so richtig wütend werden -oder etwa nicht?;0;0;1;0
1939;"Ist die Seite Planet Wissen.de auch schwer überprüfbar??? ""Nimmt nach einer Herztransplantation der Empfänger Eigenschaften des Spenders an?"" https://www.planet-wissen.de/gesellschaft/medizin/organverpflanzung/pwiewissensfrage106.html";1;1;1;0
2089;Das darf mn auch nicht verkennen. WIR als Staat sorgen dafür, dass Geld reinkommt und für die Politiker sind WIR wie ein Selbstbedienungsladen!;1;0;0;0
834;@MEDIUM nein fragen sie Herr Palmer !!genau so ist es 10 Jahre dürfen nur Flüchtlinge untergebracht werden! Studenten und Familien mit Kindern dürfen nicht in die Wohnungen... erst in 10 Jahren dürfen auch Steuerzahler in die Wohnungen.Steht doch da zunächst... die Stadtverwaltung möchte nicht 10 Jahre schreiben sieht nicht so gut aus aber es ist so! Vorschrift vom Bund sonst gibt es kein Geld zum Bauen....;1;0;1;0
2057;@USER Natürlich ist das in Ordnung. Die Summen die in die ein oder andere Tasche fließen vll nicht aber das Projekt Europa und die damit verbundenen Pflichten sind absolut in Ordnung. Nationalismus ist 19.-20. Jahrhundert. Die EU als Gemeinschaft ist jedem Problem besser gewachsen als die Staaten allein.;0;0;1;0
2506;Doch nach den ganzen Landtagswahlen wird die AFD gewinnen;0;0;0;0
381;Was ist das heute Abend , Migrantentreff , wo den Deutschen mitgeteilt wird, wie sie sich gefälligst in ihrem eigenen Land anzupassen haben ? Unfassbar 🤦‍♀️🤬;1;0;0;0
75;@USER in Zeiten wie diese wo dieses Trampeltier von Trump mit den Kriegstreiber Putin kurz davor ist die Welt in einen 3. Weltkrieg zu stürzen denke ich mal müssen wir mit aufrüsten. Aber es wäre schön noch genug Geld da wenn nicht unser aller steuern in aller Herren Länder verteilt werden würde. Wenn endlich die Lobby das ansteuern bezahlen würde was die auch bezahlen müsste. Wenn die Gelder, die von der Lobby ins Ausland geschafft wurden per Gesetz zurück geholt und einbehalten werden würde. Aber hier werden die Lobbyisten geschützt und gleichzeitig unsere Steuergelder für die Rettung anderer Länder verplempert. Auch die Aussage Merkels, wenn die Briten aus der EU raus sind das dann wir deutschen einen Großteil der Zahlungen, die durch die Briten wegfallen übernehmen. Keiner kommt auf die Idee den EU Apparat zu reduzieren. Im Gegenteil, man will diesen sogar noch weiter aufblähen.;0;1;1;0
2094;@USER kommt wahrscheinlich darauf an, wo... Also hier bekommst du unter 10 Euro Kalt nix mehr... Und Mietspiegel wird hier angegeben mit durchschnittlich 7,50 Da liegt das Problem;0;0;1;0
2345;@USER ich auch 🇩🇪💙💙💙💙💙💙💙💙💙💙🇩🇪;0;0;0;0
1096;@USER aber Sie?;0;0;0;0
1304;es sollte auch teuer kommen nur politische heiße Luft zu verbreiten..😂;1;0;0;0
2082;@USER in der Stadt wohnt man, weil es dort Ärzte gibt, Banken , Schulen, Einkaufsmöglichkeiten ect.. Ect... Gerade wenn du kein Geld hast, musst du nahe der Quelle leben. Im Übrigen muss man , zumindest in meiner Region, schon gaaaaanz weit raus ziehen, wenn man weniger Miete aufbringen möchte. U. U. legst du dann die Differenz für Fahrkosten drauf.;0;1;0;0
890;@USER Ich meinte das anders. Polizisten werden ja heute nicht mehr für voll genommen, bespuckt etc. Bei den Soldaten wird schon gesagt, dass sie nicht mit Uniform im Zug fahren sollen, aufgrund dieser Respektlosigkeiten, die immens hier zugenommen haben.;0;1;1;0
1364;"@USER Heute geht es uns so gut wie noch nie. Da war das ""Leistungsbezogene Handeln"" scheinbar nicht soo schlecht";0;1;1;0
341;Ich glaube, dass man mehrere Heimaten haben kann. Und dass weder die einen sagen sollten: das ist nicht deine Heimat. Noch sollte man selbst die Mitmenschen beleidigen;0;1;0;0
2833;@USER das glaube ich aber nicht;0;0;0;0
2203;@USER 🙄;0;0;0;0
